59, 15, 36, 86
44, 11, 55, 15
74, 39, 100, 85
34, 46, 17, 44
29, 18, 26, 76
96, 78, 84, 48
84, 29, 20, 81
58, 87, 32, 75
40, 9, 100, 41
39, 97, 24, 48
76, 86, 50, 74
100, 20, 48, 28
43, 57, 100, 33
59, 10, 37, 67
79, 4, 7, 22
72, 34, 58, 15
77, 83, 40, 79
40, 27, 90, 95
64, 40, 61, 55
41, 75, 63, 20
54, 100, 10, 48
5, 56, 75, 68
95, 8, 57, 30
92, 37, 8, 47
50, 45, 6, 21
56, 81, 29, 63
1, 19, 39, 68
6, 11, 88, 5
7, 41, 56, 4
61, 72, 47, 34
56, 49, 23, 44
54, 6, 63, 89
79, 3, 60, 82
14, 93, 68, 59
78, 80, 49, 91
33, 4, 85, 37
8, 25, 73, 40
49, 77, 3, 98
5, 3, 80, 88
41, 77, 58, 62
87, 29, 12, 99
24, 78, 41, 68
44, 9, 78, 52
38, 18, 52, 97
88, 44, 86, 94
8, 93, 9, 6
64, 84, 38, 41
61, 87, 86, 2
30, 21, 36, 58
53, 61, 100, 64
87, 63, 6, 55
77, 51, 100, 16
53, 4, 28, 20
44, 67, 57, 7
36, 32, 55, 28
5, 12, 41, 26
53, 85, 13, 83
26, 3, 47, 69
57, 52, 55, 15
41, 65, 60, 33
41, 54, 4, 88
86, 14, 70, 81
11, 63, 45, 53
71, 52, 78, 77
25, 78, 69, 97
12, 2, 44, 28
83, 9, 58, 72
93, 29, 66, 62
78, 87, 85, 33
88, 49, 30, 40
26, 32, 68, 43
23, 13, 47, 59
99, 81, 27, 14
38, 80, 7, 69
37, 38, 77, 1
32, 96, 50, 91
86, 83, 7, 22
31, 23, 86, 75
56, 80, 82, 81
80, 4, 45, 63
54, 42, 38, 19
75, 82, 71, 77
30, 38, 15, 64
46, 86, 29, 48
12, 1, 77, 9
61, 69, 40, 67
33, 94, 16, 87
31, 81, 57, 64
39, 100, 17, 41
26, 10, 93, 55
27, 84, 82, 5
86, 11, 38, 44
54, 18, 3, 87
94, 12, 79, 64
44, 92, 95, 36
43, 75, 96, 47
74, 92, 20, 37
44, 15, 76, 96
78, 47, 67, 40
25, 19, 39, 79
63, 31, 5, 61
93, 96, 99, 10
72, 50, 47, 37
59, 4, 84, 63
6, 9, 52, 100
10, 73, 43, 6
21, 40, 2, 82
45, 78, 22, 59
89, 17, 56, 53
82, 27, 58, 5
71, 20, 96, 37
95, 1, 43, 19
47, 69, 65, 15
74, 3, 88, 42
1, 62, 27, 40
36, 97, 50, 53
34, 39, 70, 94
31, 79, 39, 73
11, 96, 58, 59
8, 63, 15, 20
26, 72, 71, 1
15, 88, 46, 74
11, 47, 29, 7
16, 18, 66, 81
71, 8, 75, 73
85, 70, 18, 87
10, 64, 39, 66
82, 58, 72, 61
74, 89, 19, 35
54, 31, 80, 57
84, 71, 32, 75
89, 56, 13, 32
61, 42, 54, 79
48, 57, 49, 20
24, 26, 29, 96
67, 44, 9, 62
38, 95, 91, 28
15, 76, 24, 2
85, 22, 57, 21
37, 70, 41, 55
33, 32, 97, 93
60, 24, 43, 5
5, 3, 43, 69
5, 38, 4, 23
91, 99, 4, 88
38, 2, 31, 83
28, 96, 14, 13
86, 33, 90, 44
99, 92, 22, 51
15, 29, 63, 6
21, 44, 18, 97
51, 23, 30, 13
81, 66, 8, 30
27, 50, 80, 81
78, 48, 6, 69
17, 1, 37, 3
41, 98, 46, 27
28, 48, 53, 72
7, 93, 65, 59
33, 82, 86, 29
22, 15, 97, 99
72, 75, 54, 10
10, 94, 27, 70
65, 21, 1, 24
34, 27, 30, 95
81, 30, 41, 16
42, 32, 76, 30
27, 54, 21, 47
49, 36, 81, 68
14, 42, 90, 70
51, 8, 88, 47
64, 26, 82, 52
26, 29, 9, 50
82, 59, 47, 44
51, 55, 81, 7
47, 92, 57, 77
50, 28, 48, 11
94, 82, 34, 61
9, 48, 92, 61
86, 22, 50, 100
42, 21, 64, 68
25, 83, 48, 6
27, 23, 6, 70
11, 32, 21, 43
28, 11, 42, 27
37, 49, 75, 26
89, 82, 77, 45
96, 48, 5, 19
58, 20, 47, 2
80, 97, 7, 93
17, 42, 65, 91
21, 58, 57, 22
91, 26, 60, 70
70, 84, 88, 60
46, 78, 2, 88
67, 26, 93, 85
2, 88, 20, 100
83, 71, 85, 93
53, 84, 3, 9
27, 62, 89, 50
3, 74, 23, 81
71, 77, 53, 10
12, 91, 17, 41
22, 51, 66, 37
13, 1, 15, 74
9, 84, 29, 57
57, 36, 96, 40
8, 50, 96, 91
21, 33, 27, 70
100, 21, 51, 13
44, 51, 66, 86
42, 2, 71, 18
86, 51, 61, 93
51, 34, 20, 53
78, 41, 50, 53
11, 25, 37, 53
94, 84, 82, 12
66, 25, 86, 46
21, 39, 18, 11
72, 16, 49, 11
73, 39, 69, 9
87, 49, 9, 89
14, 38, 98, 43
86, 54, 12, 77
32, 67, 93, 5
83, 8, 3, 33
6, 91, 46, 44
80, 85, 50, 66
9, 63, 81, 65
21, 97, 40, 43
71, 89, 69, 36
63, 34, 2, 61
37, 72, 11, 89
63, 11, 72, 52
83, 27, 94, 93
35, 21, 41, 23
17, 64, 10, 16
65, 24, 49, 74
42, 99, 93, 4
24, 75, 49, 33
34, 7, 82, 2
24, 91, 56, 54
2, 4, 44, 94
28, 74, 9, 52
8, 21, 61, 90
47, 2, 43, 57
52, 84, 46, 8
26, 72, 21, 24
71, 38, 92, 47
72, 11, 34, 43
66, 41, 50, 100
81, 74, 99, 8
12, 81, 72, 82
55, 8, 88, 33
67, 93, 24, 18
25, 39, 29, 61
45, 50, 54, 21
97, 7, 78, 73
54, 21, 49, 16
15, 48, 96, 63
44, 55, 3, 8
43, 49, 98, 90
19, 76, 49, 43
47, 73, 79, 74
33, 47, 63, 12
100, 27, 23, 5
84, 48, 55, 62
59, 85, 77, 58
27, 67, 38, 62
23, 41, 22, 79
66, 21, 69, 94
43, 71, 67, 74
81, 75, 19, 20
100, 49, 92, 5
97, 90, 14, 71
31, 93, 41, 2
40, 42, 53, 51
84, 4, 26, 54
45, 15, 47, 26
17, 16, 32, 76
69, 36, 28, 2
12, 60, 87, 85
60, 13, 84, 45
22, 95, 89, 68
91, 61, 15, 69
37, 9, 34, 86
13, 41, 54, 95
68, 8, 88, 10
89, 90, 29, 35
23, 92, 37, 54
33, 58, 94, 22
24, 70, 60, 69
99, 50, 79, 48
22, 48, 69, 66
86, 82, 15, 71
81, 31, 52, 54
32, 96, 56, 43
65, 46, 79, 31
12, 98, 40, 50
58, 96, 40, 62
38, 18, 22, 52
10, 20, 47, 25
38, 69, 93, 96
96, 32, 47, 23
87, 86, 55, 18
44, 67, 20, 6
40, 91, 23, 39
4, 81, 16, 18
36, 89, 60, 9
8, 32, 3, 51
2, 4, 52, 75
83, 48, 63, 9
57, 74, 38, 44
91, 67, 40, 89
68, 64, 14, 52
4, 39, 22, 32
2, 57, 38, 8
81, 87, 83, 19
1, 26, 32, 73
75, 48, 72, 8
2, 18, 58, 3
80, 55, 33, 68
31, 91, 5, 78
50, 2, 88, 73
39, 76, 69, 26
51, 41, 73, 71
9, 20, 55, 93
34, 86, 92, 6
10, 46, 3, 78
59, 55, 84, 22
11, 94, 77, 1
11, 16, 96, 52
28, 44, 43, 27
81, 24, 1, 42
35, 87, 89, 53
16, 48, 59, 4
1, 81, 94, 79
11, 62, 8, 78
86, 2, 52, 71
79, 97, 51, 23
3, 44, 97, 6
57, 49, 28, 13
46, 48, 53, 80
56, 19, 9, 2
8, 73, 36, 99
27, 47, 32, 72
24, 40, 4, 69
95, 44, 89, 94
68, 47, 33, 93
79, 11, 19, 64
67, 52, 84, 28
37, 64, 38, 80
25, 14, 59, 35
61, 33, 23, 36
7, 51, 100, 41
11, 77, 92, 57
13, 94, 24, 49
9, 62, 87, 69
38, 45, 30, 81
33, 76, 16, 83
97, 11, 37, 2
19, 100, 34, 41
67, 14, 89, 34
41, 36, 87, 76
59, 38, 98, 7
27, 91, 98, 71
38, 69, 67, 12
19, 70, 24, 4
74, 91, 46, 61
66, 45, 90, 11
98, 91, 74, 97
95, 23, 30, 11
60, 31, 47, 95
14, 63, 72, 39
46, 42, 9, 80
63, 94, 7, 77
78, 34, 68, 98
28, 14, 47, 66
49, 53, 39, 42
98, 36, 9, 83
65, 73, 24, 59
58, 41, 34, 42
50, 52, 90, 29
14, 53, 36, 62
39, 1, 54, 31
25, 3, 19, 14
43, 36, 51, 80
32, 65, 73, 82
10, 13, 1, 78
99, 33, 73, 15
70, 13, 44, 17
99, 68, 5, 16
99, 7, 24, 6
1, 51, 58, 27
79, 86, 94, 34
89, 56, 80, 10
11, 47, 91, 3
60, 74, 75, 77
36, 96, 33, 52
25, 45, 64, 93
74, 47, 59, 87
11, 48, 23, 13
66, 24, 27, 69
45, 12, 49, 79
71, 72, 37, 18
32, 16, 52, 91
8, 9, 61, 40
32, 99, 44, 71
52, 34, 14, 11
76, 46, 30, 3
62, 2, 66, 7
96, 51, 100, 32
13, 41, 52, 88
6, 4, 23, 55
45, 19, 74, 61
61, 52, 26, 39
45, 14, 2, 58
51, 86, 74, 22
8, 65, 47, 77
14, 96, 93, 7
55, 62, 17, 19
70, 62, 17, 21
66, 60, 51, 61
75, 22, 41, 60
70, 71, 72, 80
74, 96, 57, 27
41, 35, 16, 37
34, 31, 61, 35
13, 14, 42, 99
48, 28, 13, 25
24, 22, 49, 14
77, 31, 27, 86
19, 68, 7, 49
83, 32, 86, 75
66, 21, 20, 33
3, 98, 26, 32
99, 58, 61, 51
24, 36, 64, 98
24, 43, 49, 8
47, 75, 21, 2
63, 6, 21, 100
15, 38, 30, 48
95, 81, 62, 20
58, 30, 18, 43
32, 85, 62, 88
31, 67, 76, 86
6, 94, 37, 33
39, 34, 12, 32
59, 66, 16, 75
61, 23, 17, 87
90, 81, 10, 36
45, 51, 95, 60
95, 14, 27, 19
34, 27, 48, 14
24, 61, 37, 84
87, 88, 95, 68
12, 35, 16, 76
50, 65, 25, 44
80, 63, 44, 35
89, 74, 64, 71
67, 26, 77, 41
54, 39, 27, 81
28, 56, 97, 89
90, 45, 20, 93
